english,korean
Noon,한낮
A discount,할인
Full,가득히
Nursing or care,간호
1) The first 2) the former,갑
The other or opposite side,건너
Walk on or tread on,걷다
Be frightened or scared,겁나다
Sweet potato,고구마
The national flag,국기
Gold medal,금메달
A note,노트
Close the eyes,눈감다
Open one’s eyes,눈뜨다
To converse,대화하다
A chopping board,도마
A fairy tale,동화책
Call/appeal for,모집하다
Dislike,미워하다
"Chestnut color, maroon",밤색
Appetite,밥맛
"A mate, life partner",배우자
Reproduction,복사
Frizzled rice,볶음밥
Sex distinction,성별
Laundry,세탁
A rumor starts,소문나다
To be useless,소용없다
Be distressing,속상하다
A handkerchief,손수건
"A calf,baby cow",송아지
Tap water,수돗물
Tens of thousands,수만
To be imported,수입되다
An imported product,수입품
A banquet,술자리
An eating vessel,식기
A low price,싼값
"A plan,proposal,suggestion",안
"safety,welfare",안부
Foreign wine/liquors,양주
Children’s Day (may 5th),어린이날
Movie actor,영화배우
The right foot,오른발
"pardon,forgiveness",용서
"post,mail",우편
To move house,이사하다
"First class, first class/grade",일등
Become smaller,작아지다
"Full dress, uniform",정장
"Make narrow,restrict",좁히다
“That’s good”,좋아
"In a very straight line, in a row",죽
A stripe,줄무늬
To be erased,지워지다
"Be messy, soiled, dirty",지저분하다
"Labor pains, travail",진통
"To approve, support (a plan)",찬성하다
"Attendance, participation",참석
Chocolate,초콜릿
The highest grade/class,최고급
"The best, the finest",최상
The worst,최악
Leaving a country,출국
"To get close, to get friendly",친해지다
The tip of one’s nose,코끝
Terminal,터미널
Pizza,피자
Korean (adjective),한국적
Ham,햄
Welcome,환영
A roadside tree,가로수
Snack,간식
Persimmon,감
To clear up or become clear (weather),개다
To be high-class,고급스럽다
Taste of sesame oil or taste of a nut,고소하다
A royal princess,공주
To waken,깨어지다
The south,남
Crossroads,네거리
Yellow,노란색
To record,녹음하다
Dollar,달러
About five or six,대여섯
To look back on,되돌아보다
Massage,마사지
10000,만
"to be eaten,swallowed",먹히다
Flu aches and pains,몸살
High humidity,무더위
Dancer,무용가
Box,박스
"Rejoice, be glad of",반기다
Pressure cooker for rice,밥솥
A pillow,베개
Belt,벨트
"reproduce,copy",복사하다
to be swollen,붓다
A monument,비
The four seasons,사계절
To apologize,사과하다
A dialect,사투리
Prize money,상금
A spoon,수저
"appetite,desire",식욕
The offing sea,앞바다
"Be offensive, mean",얄밉다
Lettuce,양상추
Female college student,여대생
"To be put off, postponed",연기하다
Online,온라인
one’s mother’s maiden home,외갓집
A maternal grandmother,외할머니
"To be competent,talented",유능하다
Place where remains/cultural-historical remnants are,유적지
A musician,음악가
"An answer, a reply",응답하다
Be good for,이롭다
Divide into two,이분
Ginseng,인삼
"Look, personal appearance",인상
enter/join a company,입사
A ruler,자
Recycling,재활용
A shop-assistant,점원
Day of the ceremony,제삿날
Wrinkles,주름살
"To refer, consult",참고하다
A teacup,찻잔
Philosophical,철학적
"The first generation, the founder",초대
"To recommend, say a good word for",추천하다
A toothbrush,칫솔
main/principal road,큰길
To be sold,판매되다
"Facilities, services",편
"To be soft and comfortable, downy",포근하다
grape(s),포도
God,하나님
"Academic background, formal schooling",학력
"To limit, restrict",한정하다
"To be impoved, advanced",향상되다
Homepage,홈페이지
Crossing,횡단보도
Catholic,가톨릭
A lecture hall,강당
Ry or arid or become dry,건조하다
Walking,걷기
The husband of one’s paternal aunt,고모부
A public payphone,공중전화
Commonness,공통
The state examination,과거
National or state,국가적
The inner ear,귓속
Graphic,그래픽
Suberbs,근교
Fundamental or basic,기초적
Recording,녹음
Variety,다양성
미국으로부터 to come back from the US,떠나오다
"Meeting, reception",마중
To be bright,밝다
Midnight,밤중
Badminton,배드민턴
To be full,배부르다
Button,버튼
Conservative,보수적
Canada,캐나다
Be uncertain,불확실하다
"Fatness, corpulence",비만
Raindrops,빗방울
President,사회자
Shower,샤워
"unskilled,clumsy",서투르다
Washing machine,세탁기
The flat of one’s hand,손뼉
"With one’s own hands, personally",손수
Rice cake steemed over pine needles,송편
"To wither,die,fade",시들다
C.D.,시디
A gentleman,신사
Newlyweds,신혼부부
"Taste flat, have no flavor",싱겁다
To have no use,쓸데없이
"To be gaudy,garish",야하다
"By chance, accident ; sometimes",어쩌다가
An old story,옛날이야기
Oven,오븐
"All day long, the whole day",온종일
Wine,와인
Queen,왕비
To take first place,우승하다
"conveyance,transport",운반
one’s elders,웃어른
Words of greeting,인사말
Vending machine,자판기
A man’s mother in law,장모님
Evening time,저녁때
A balance,저울
To become smaller,적어지다
Paper money,지폐
"Truly, honestly",진실로
Candle-light,촛불
Go to and come from the office,출퇴근
A dentist,치과
Test,테스트
Interpreting,통역
To go home from work,퇴근하다
"To make a sign, display",표시하다
"To be fatigued, weary",피로하다
"Below, underneath",하
"The open air, outside, the exterior",한데
Talking to oneself,혼잣말
Get angry,화나다
To be a good son/daughter to one’s parents,효도하다
"feebly,weekly",힘없이
Width or breadth,가로
Transfer (bus or subway),갈아타다
The room opposite the main living room,건넌방
Soon hereafter,곧이어
Public institution,공기
Be grand or magnificent or splendor,굉장하다
So or therefore,그래서
Businessman,기업인
Be under tension,긴장되다
Become clean,깨끗해지다
A fishing rod,낚싯대
Younger brother,남동생
"A stream, brook",냇물
"Custom, connection",단골
A sweet taste,단맛
A blanket,담요
"A stem, stalk",대
Get dirty,더러워지다
"to warm, to heat up",데우다
Arrival,도착
To be circular,동그랗다
"간고등어 fish common in this city, ANDONG",안동
"sultry,sweltering",무덥다
What (implicit directobject)?,뭘
The opposite side,반대편
The sole of the foot,발바닥
A toenail,발톱
Become bright,밝아지다
To stay up all night,밤새다
Rich man’s house,부잣집
To become clear,분명해지다
Camera,사진기
"A mountain path,road",산길
Lettuce,상추
Celsius,섭씨
Sausage,소시지
Shopping,쇼핑
Completing an education course,수업
Schedule,스케줄
Ski,스키
"Outside the city, suberbs",시외
To become serious,심각해지다
"A bud,sprout",싹
"To be carried away, washed away",씻기다
"security,assuredness,relief",안심하다
"Get angry,take offense",약
"Medicinal water, mineral water",약수
"Medicines, medical supplies",약품
Cabbage,양배추
"concession,compromise",양보
On both sides,양옆
"To be shallow, superficial",얕다
become/get dark,어두워지다
"Well, I guess that, is extremely…..",어쩜
"The day before yesterday, a few days ago",엊그제
Female high school student,여고생
Queen,여왕
"To be put off, postponed",연기되다
Ten,열
"Pre-engagement, reservation",예약
"Board (a plane), get into",올라타다
Sports shoes,운동화
Everywhere,이곳저곳
Next,이다음
A product to be used only once,일회용품
"To get a person to read, to get a person to learn",읽히다
"eat,drink",잡수다
"A trader,merchant,dealer",장사꾼
Lunchtime,점심때
A week,주일
To enjoy it,즐거워하다
To concentrate,집중하다
To be salty,짜다
To be annoying,짜증스럽다
"genius,talent",천재
Elementary school,초등학교
"Initial, first steps",초보
Early summer,초여름
Early in the evening,초저녁
"Collide, clash with",충돌하다
Court,코트
"fatigue,exhaustion",피곤
Tuition,학비
"Damage, injury",해
Foreign travel,해외여행
A dutiful son,효자
To be reduced or diminished,감소되다
A riverside,강변
To give a public performance,공연되다
A legal holiday,공휴일
To distress or trouble,괴로워하다
Teach or instruct or enlighten,교시
Over there,그리로
Crack or peel and eat,까먹다
With a flash or twinkle,깜빡
Gangster,깡패
Dream or have a dream,꾸다
An angler,낚시꾼
To be various,다양해지다
Mass transportation,대중교통
Go with,데려오다
Mayonnaise,마요네즈
Forty,마흔
"10,000 years",만세
Cartoon artist,만화가
As you want,맘대로
A preface,머리말
Interview,면접
Name card,명함
In one’s body,몸속
Not responsible,무책임하다
Twinkle-twinkle (stars),반짝거리다
Sit up all night,밤새우다
Area of land,번지
A ballpen,볼펜
"deep-red,crimson",빨간색
Private,사립
Private life,사생활
Every now and then,사이사이
A lion,사자
"Bird voice,”chirp”",새소리
The standard of living,생활수준
"poor,awkward",서툴다
Master,석사
A church,성당
"Inner heart,feeling",속마음
Take a person by the hand,손잡다
A lady,숙녀
"Be gentle,docile",순하다
one’s husband’s family/house,시댁
one’s husband’s parents,시부모
Physical,신체적
To make a mistake,실수하다
A bitter flavor,쓴맛
"Mewing, meowing",야옹
"Some, somewhat",얼마간
This summer,올여름
Of foreign manufacture,외제
To go out (of doors),외출하다
"To insult, to say bad words",욕하다
Up and down,위아래
A phonograph record,음반
"consultation,conference",의논
Two,이
"This way, this direction, here",이래서
barber’s shop,이발소
Commit suicide,자살하다
Natural,자연적
A funeral,장례식
"luck,fortune",재수
The year before last,재작년
"sneeze,sneezing",재채기
An electric bulb,전구
Exclusive store,전문점
Traditional culture,전통문화
A railroad station,정거장
Respectful speech,존댓말
"A kettle, teakettle",주전자
Put a thing on a person’s back,지우다
"approval,assent",찬성
"A beginner, neophyte",초보자
An invitation (card),초청장
Unfashionable,촌스럽다
Curry,카레
Condition,컨디션
Cosmos,코스모스
Kilo,킬로
"A debator, a disputant",토론자
"Strongly, firmly",튼튼히
T-shirts,티셔츠
Paint,페인트
Normally,평상시
China,중국
Student,학교생활
One or two,한둘
Marine products,해물
"Shape, form",형
"Get frightened, scared",혼나다
Quietly or softly,가만
Emotional,감정적
North of the river,강북
Materials,거리
Rubber shoes,고무신
Red pepper powder,고춧가루
Inspection or viewing,관람
Outside the school or extramural,교외
Tuition or the cost of a school education,교육비
Government established,국립
A line (draw),금
To be remembered,기억되다
Peel or husk,까다
Flower seed,꽃씨
Be steady or unflagging,꾸준하다
A heated room,난방
Contents,내용물
Tree-planting,녹화
Basketball,농구
To hang,달다
Every time,매번
Go deaf,먹다
Be indifferent to,무관심하다
"Be safe, peaceful",무사하다
"Night and day, always",밤낮
Volleyball,배구
To translate,번역하다
"Chick, baby chicken",병아리
Be diligent,부지런하다
"bulk,size",부피
"End in a tie, to be even-even. Same as 무승부를 기록하다",비기다
Necessities for daily life,생활용품
A fan,선풍기
Length,세로
To be sexy,섹시하다
Consumption,소비하다
"repair,mending",수리하다
Twenty,스물
Articles for food,식료품
"To cool, let cool. 차게 하다",식히다
To become distasteful,싫어지다
"wash,be washed",씻기다
"Freeze, make ice",얼리다
Female employee,여직원
To bear fruit,열리다
The room next door,옆방
Office hotel (studio apt),오피스텔
This fall,올가을
A white dress shirt,와이셔츠
(one-piece) a dress,원피스
"A superior, one’s older somebody",윗사람
Emigration,이민
The opposite sex,이성
To get divorced,이혼하다
Now,인제
To join/enter a company,입사하다
Put to sleep,재우다
"To be exhibited,ddisplayed",전시되다
"Feel sleepy,drowsy",졸리다
"sleepiness,drowsiness",졸음
A paper cup,종이컵
"An incantation, a spell",주문
"intelligence,intellect, raw intelligence",지능
"To be at a loss, be confused",쩔쩔매다
"Discretion, prudence (Become sensible, wise)",철
Blue jeans,청바지
To be added,추가되다
A curative means,치료법
"VST + Do away with, get rid of",치우다
An elephant,코끼리
Concert,콘서트
"A loud voice, loudly",큰소리
Oldest son,큰아들
In a special class,특급
A weekday,평일
To get loose; to turn soft (noodles),풀어지다
"Midwinter, the dead of winter",한겨울
A lifetime,한평생
A swimming beach,해수욕장
Cell phone,핸드폰
"Ha-ha, with a laugh",허허
Tells you the room number,호실
Waste paper basket,휴지통
"Get cloudy, overcast",흐려지다
Hope,희망하다
"To be exacting, tolling",힘들어하다
To give a lecture,강의하다
To become worried,걱정되다
Offer a performance,공연하다
A Jeju orange,귤
Internal medicine,내과
Fourth,넷째
Necklace,목걸이
A rainbow,무지개
Grammar,문법
Roasted sth,볶음
Bowling,볼링
Pigeon,비둘기
Cost of living,생활비
Place to ski,스키장
Of the times,시대적
Bitter (vegetables),쓰다
The front gate,앞문
"pavement,sidewalk",인도
Reading room,책방
"To add sth, to supplement",추가하다
The blackboard,칠판
Christmas,크리스마스
"ping-pong,table tennis",탁구
Modern (adj),현대적
9,구
Four days,나흘
Late autumn,늦가을
Diet,다이어트
Thursday,목요일
Ugly,못생기다
Movie theater,영화관
Artistic,예술적
A man’s mother in law,장모
Chinese restaurant,중국집
An eraser,지우개
Underground road,지하도
Batter-fried food,튀김
An ancient palace,고궁
Bus for the freeway,고속버스
A button,단추
Of the masses,대중적
Brown seaweed,미역
Crude language,반말
Pink color,분홍색
"four,the fourth",사
"A parcel,package",소포
Granddaughter,손녀
Swimming pool,수영장
Lower floor,아래층
Japanese,일본어
An uncle younger than your father,작은아버지
Pajamas,잠옷
A pair of gloves,장갑
The first third of a month,초순
To leave the hospital,퇴원하다
The final third of the month,하순
The ribs,갈비
Married,기혼
"A seal, stamp",대장
The day after tomorrow,모레
Chicken soup,삼계탕
A birthday,생신
Thirty,서른
Inner-city bus,시내버스
Nine,아홉
"To book in advance, pledge",예약하다
A postage stamp,우표
A rose,장미
Thunder,천둥
Leaving the hospital,퇴원
Blue,파란색
Lazy,게으르다
A momento,기념품
Cold noodles soup,냉면
Fall foliage,단풍
German,독일어
Literary,문학적
To be slippery,미끄럽다
Peach,복숭아
Vegetarian dish of rice and vegetables,비빔밥
Eighty,여든
The only son,외아들
A little later,이따가
Seventy,일흔
"A man’s father in law, the wife\\`s father",장인
Tuesday,화요일
Puppy,강아지
Five days,닷새
Give a gift,선물하다
Ice cream,아이스크림
A maternal grandfather,외할아버지
To cook (food),요리하다
Entering a country,입국
Parking,주차
Gymnasium,체육관
"At the least, the minimum",최소
Seven,칠
Knife-cut noodles,칼국수
Uncle older than one’s father,큰아버지
"Tea, black tea",홍차
National or for citizens,국민적
International airline,국제선
Bad flavor,맛없다
One hundred,백
40,사십
Ophthalmology,안과
a way to make contact (usually means a phone number),연락처
"Age, years of age",연세
A ceremony hall,예식장
Monthly rent,월세
The upper floor,위층
Ginseng tea,인삼차
"A medical diagnosis, investigation",진찰
Green,초록색
A soccer ball,축구공
Oldest daughter,큰딸
Eight,팔
Absent,결석
Spicy cabbage soup,김치찌개
Green tea,녹차
Influenza,독감
Chinese dumplings,만두
Pronounce,발음하다
Purple,보라색
To review,복습하다
Skate,스케이트
To be impolite,실례하다
And so. like that,그렇게
Six,여섯
Light green,연두색
The korean under-floor heating system,온돌
The number six,육
Seven,일곱
Entry into a country,출입국
Classic,클래식
Pop song,팝송
Fax,팩스
Sliced white radish kimchee,깍두기
Domestic airline,국내선
Reviewing,복습
30,삼십
Your (his) esteemed name,성함
Laundromat,세탁소
Inter-city bus,시외버스
Baseball field,야구장
Fifty,오십
Exercise clothes,운동복
Younger son,작은아들
Dragonfly,잠자리
To park,주차하다
Chinese,중국어
A vacuum cleaner,청소기
Seventy,칠십
Pencil case,필통
Student identification,학생증
The wife of one’s older brother,형수
Kyung-San-Do province (ulsan or kyungju),경상도
Bus to the airport,공항버스
Tourist bus,관광버스
The day before yesterday,그저께
A cold or unheated room,냉방
An eye disease,눈병
Fifth,다섯째
Pickled cabbage,배추김치
Sugar,사탕
Colored pencil,색연필
Pediatrics,소아과
The solar calendar,양력
Sixty,예순
Five,오
An aunt younger than your mother,작은어머니
Soccer field,축구장
Korean writing system national holiday,한글날
Korean food,한식
"King sejong, who invented Hangul",세종대왕
The fourth,넉
Mail,메일
Memeograph,복사기
A comb,빗
Beef soup with rice,설렁탕
Famous street in Seoul,종로
One dynasty in ancient korea,신라
10,십
Your esteemed son,아드님
Thousand,천
To be absent,결석하다
Commemoration day,기념일
Black,까만색
The year after next year,내후년
50,쉰
one’s husband’s father,시아버지
Grocery store,식품점
A girl who is engaged,약혼녀
Yesterday,어저께
Above zero,영상
Advance purchase,예매하다
Preparation of lessons,예습
"To prepare lessons, rehearse",예습하다
Sixty,육십
"attendance,presence",출석하다
The wife of the elder brother of one’s father,큰어머니
80,팔십
A bruise,멍멍
Chalk,분필
"A fiance, an engaged person",약혼자
"raising,farming,culture",양식
One hundred million,억
Eight,여덟
Surgery,외과
Confectionary store,제과점
Chinese food,중식
Ketchup,케첩
Convenient store,편의점
Beef-rib soup,갈비탕
A large sum of money,검정색
Beauty salon,미용실
Ninety,아흔
Twenty,이십
Area around daejon city,충청도
Famous mountain,설악산
Name for ancient korea culture,조선
Backwards or bottom up or the wrong way,거꾸로
Incheon international airport,인천공항
Like that,저렇게
Daejon city,대전
New york,뉴욕
"Landscape, scenery",풍경
Africa,아프리카
The foundation or basis,근본
"arrangment,regulation,adjustment",정리
Tokyo,도쿄(동경)
"By nature, primarily, by constitution",워낙
Germany,독일
In this way,이렇게
To advance,발달하다
"To indicate, point out",지적하다
England,영국
A company,회사
Europe,유럽
"Consciuosness, awareness",의식
90,구십
Asia,아시아
To wait,기다리다
Incheon city,인천
There (location),거기
Japanese food,일식
Younger daughter,작은딸
That place over there,저곳
An elementary school student,초등학생
White,하얀색
South america,남미
The Diamond Mountains,금강산
Junju,전주
South-western region of south korea,전라도
North korea,북한
"Busan, city in SE Korea, with largest beach in S.Korea",부산
America,미국
Korean mountain,백두산
Historical Korean government,백제
Beijing,베이징(북경)
Korea,우리나라
Korea,대한민국
Korea,한국
Region surrounding seoul,강원도
Region surrounding seoul,경기도
Region surrounding seoul,경복궁
Region surrounding seoul,경주
Region surrounding seoul,고구려
Region surrounding seoul,고려
Region surrounding seoul,광주
KimPo Domestic (sometimes international) airport,김포공항
"Ulsan, home of hyundai car company and hyundai shipbuilding in kyungsamnamdo",울산
"The HONAM district, which is CHOLLA-DO in S.W south korea",호남
Japan,일본
Paris,파리
"Chili mountain, very beautiful",지리산
Tourist island off south S.Korea,제주도
Seoul,서울
Seoul train station,서울역
Seoul’s old south gate,남대문
"The han river, runs through Seoul",한강
Halla-san mountain,한라산
The korean peninsula,한반도
Capital of north korea,평양
France,프랑스
Australia,호주
Shopping center in seoul,남대문시장
Mountain in south central seoul,남산
